"coder","counterfactual","sr_no","study_ID","authors","year_publication","doc_title","abstract","study_type","year_data_study","exclusion_reason","page","statistical_technique","study_design","country","incentive_follow_through","experimental_setting","participant_type","aware_of_study","opt_in","randomisation_dummy","outOfSampleBias","reportingBiases","notes_bias","feedback","information","label","rebate","tax_credit","subsidy","loan","choice_architecture","notes_intervention","washing_machine","clothes_dryer","dishwasher","refrigerator","heat_pump","lighting","water_heater","ac","tv","notes_dep_var","dep_variable_purchase_category","dep_var_original_study","dep_var_transformation","coefficient","effect_direction","coefficient_se","p_value","significance_bound","t_stat","percent_change_from_paper","percent_change","control_mean","control_sample_size","control_sd","treated_mean","treatment_sample_size","treated_sd","total_sample_size","total_observations","diff_mean","pooled_sd","monetary_incentive_size","monetary_incentive_relative","monetary_incentive_timeframe","label_monetary","label_monetary_size","label_consumption","label_consumption_size","label_scale","r_value","z_value","r_variance","z_variance","d_value","df","comments","r_value_obs","z_value_obs","r_variance_obs","z_variance_obs","...87","percent_change(binary predictor)","r_effect_size_sample","controls_energy_prices","controls_environmental_attitudes","controls_demographics","continent","oecd","lmic","multi_intervention","intervention","appliance","intervention_category","num_effect_sizes"
"DD","no intervention",1052,"108","Ma, Yu, Urban",2018,"Green transition of energy systems in rural China: National survey evidence of households' discrete choices on water heaters","Energy systems in rural China are experiencing a transition from traditional fossil fuels to renewables. This paper
aims to investigate the potential factors that influence the choices of rural residents regarding water heaters with
a focus on the low-carbon transition to solar water heating systems. To this end, a face-to-face questionnaire
survey is undertaken with 3404 rural households randomly selected among 12 representative provinces. A
comprehensive set of discrete choice modelling approaches were used. The empirical results show that (1)
sociodemographic variables have significant effects on residents’ first-stage choice of a water heater (to buy or not
to buy) but few effects on the second-stage decision to choose electric, LPG, or solar water heaters (which type to
buy); (2) information spillover is important to facilitate the usage of water heaters, particularly of solar products;
(3) the electricity price, which is regulated at a very low rate, has no apparent effect on the choice of solar water
heaters; (4) government subsidy has a significant effect in the first stage but no differentiated effect on the
decision choice in the second stage. Policy and managerial implications are presented to speed up the ongoing
low-carbon transition of energy systems in China.",2,2014,"NA","567","Logit / Probit","quasi-experimental","China","self-reported behavior","household","homeowners","1","1","0","probably no","probably no","NA",0,0,0,0,0,1,0,0,"NA",0,0,0,0,0,0,1,0,0,"solar, base LPG","purschase (probability) of efficient appliance","water heater usage (electricity, LPG, solar, others)","dummy (0/1)",1.107,"increase",0.838,0.1,"2",1.32100238663484,"NA",0.751569395764015,NA,NA,NA,NA,NA,NA,3404,3404,NA,NA,NA,0.13,"NA","NA",NA,"NA",NA,"NA",0.0226358879455948,0.0226397552191639,0.000293858283068988,0.000294031167303734,NA,3402,"NA",0.0226358879455948,0.0226397552191639,0.000293858283068988,0.000294031167303734,NA,NA,NA,"1","1","1","Asia","non-OECD country","non-LMIC",1,"Subsidy","Water Heater","Economic Incentives",6
"DD","no intervention",1053,"109","Wasi, Carson",2013,"The influence of rebate programs on the demand for water heaters: The case of New South Wales","This paper examines the role of Australian hotwater systemrebate programs in shifting the existing stock of electric
water heaters toward more climate friendly versions using two unique data sets from New South Wales
homeowners. The first data set is based on a survey of householdswho recently purchased awater heater before
and after the rebate programs were in place. The other is based on a set of stated preference questions asked of
households soon to face a replacement decision.While the former allows us to look at recent responses, the latter
enables us to forecast future demand.We find that the programs significantly increase shares of solar/heat pump
systems. The programs, however, appear less effective in reducing the stock of electric heaters for households
with access to natural gas. This pattern is consistent in both datasets. Results from the discrete choice
experiments suggest considerable heterogeneity with respect to household preferences toward different types
of water heaters and the discount rates they hold. The effective cost of reducing carbon emissions via incentives
for water heater replacement is considered from the counterfactual perspective of no government incentives.",2,2013,"NA","649","Logit / Probit","DID","Australia","revealed preference","household","homeowners","0","1","0","probably no","probably no","NA",0,0,0,1,0,0,0,0,"NA",0,0,0,0,0,0,1,0,0,"sample with gas access","purschase (probability) of efficient appliance","probability of switching from electric to gas","dummy (0/1)",-0.27,"decrease",0.11,0.05,"1",-2.45454545454545,NA,-0.27,NA,NA,NA,NA,408,NA,408,408,NA,NA,300,NA,"NA","NA",NA,"NA",NA,"NA",-0.120630715686511,-0.12122100832937,0.00245647191819168,0.00246913580246914,NA,406,"NA",0.120630715686511,0.12122100832937,0.00245647191819168,0.00246913580246914,NA,NA,NA,"0","0","0","Oceania","OECD country","non-LMIC",1,"Rebate","Water Heater","Economic Incentives",6
"DD","no intervention",1054,"109","Wasi, Carson",2013,"The influence of rebate programs on the demand for water heaters: The case of New South Wales","This paper examines the role of Australian hotwater systemrebate programs in shifting the existing stock of electric
water heaters toward more climate friendly versions using two unique data sets from New South Wales
homeowners. The first data set is based on a survey of householdswho recently purchased awater heater before
and after the rebate programs were in place. The other is based on a set of stated preference questions asked of
households soon to face a replacement decision.While the former allows us to look at recent responses, the latter
enables us to forecast future demand.We find that the programs significantly increase shares of solar/heat pump
systems. The programs, however, appear less effective in reducing the stock of electric heaters for households
with access to natural gas. This pattern is consistent in both datasets. Results from the discrete choice
experiments suggest considerable heterogeneity with respect to household preferences toward different types
of water heaters and the discount rates they hold. The effective cost of reducing carbon emissions via incentives
for water heater replacement is considered from the counterfactual perspective of no government incentives.",2,2013,"NA","649","Logit / Probit","DID","Australia","revealed preference","household","homeowners","0","1","0","probably no","probably no","NA",0,0,0,1,0,0,0,0,"NA",0,0,0,0,0,0,1,0,0,"sample with gas access","purschase (probability) of efficient appliance","probability of switching from electric to solar/heat pump","dummy (0/1)",0.19,"increase",0.06,0.05,"1",3.16666666666667,NA,0.19,NA,NA,NA,NA,408,NA,408,408,NA,NA,1000,NA,"NA","NA",NA,"NA",NA,"NA",0.154881583381484,0.156138168470075,0.00245554215757953,0.00246913580246914,NA,406,"NA",0.154881583381484,0.156138168470075,0.00245554215757953,0.00246913580246914,NA,NA,NA,"0","0","0","Oceania","OECD country","non-LMIC",1,"Rebate","Water Heater","Economic Incentives",6
"DD","no intervention",1055,"109","Wasi, Carson",2013,"The influence of rebate programs on the demand for water heaters: The case of New South Wales","This paper examines the role of Australian hotwater systemrebate programs in shifting the existing stock of electric
water heaters toward more climate friendly versions using two unique data sets from New South Wales
homeowners. The first data set is based on a survey of householdswho recently purchased awater heater before
and after the rebate programs were in place. The other is based on a set of stated preference questions asked of
households soon to face a replacement decision.While the former allows us to look at recent responses, the latter
enables us to forecast future demand.We find that the programs significantly increase shares of solar/heat pump
systems. The programs, however, appear less effective in reducing the stock of electric heaters for households
with access to natural gas. This pattern is consistent in both datasets. Results from the discrete choice
experiments suggest considerable heterogeneity with respect to household preferences toward different types
of water heaters and the discount rates they hold. The effective cost of reducing carbon emissions via incentives
for water heater replacement is considered from the counterfactual perspective of no government incentives.",2,2013,"NA","649","Logit / Probit","DID","Australia","revealed preference","household","homeowners","0","1","0","probably no","probably no","NA",0,0,0,1,0,0,0,0,"NA",0,0,0,0,0,0,1,0,0,"sample without gas access","purschase (probability) of efficient appliance","probability of switching from electric to solar/heat pump","dummy (0/1)",0.43,"increase",0.06,0.05,"1",7.16666666666667,NA,0.43,NA,NA,NA,NA,504,NA,504,504,NA,NA,1000,NA,"NA","NA",NA,"NA",NA,"NA",0.304109139667143,0.314041298438078,0.00196873501693395,0.00199600798403194,NA,502,"NA",0.304109139667143,0.314041298438078,0.00196873501693395,0.00199600798403194,NA,NA,NA,"0","0","0","Oceania","OECD country","non-LMIC",1,"Rebate","Water Heater","Economic Incentives",6
"DD","no intervention",1056,"109","Wasi, Carson",2013,"The influence of rebate programs on the demand for water heaters: The case of New South Wales","This paper examines the role of Australian hotwater systemrebate programs in shifting the existing stock of electric
water heaters toward more climate friendly versions using two unique data sets from New South Wales
homeowners. The first data set is based on a survey of householdswho recently purchased awater heater before
and after the rebate programs were in place. The other is based on a set of stated preference questions asked of
households soon to face a replacement decision.While the former allows us to look at recent responses, the latter
enables us to forecast future demand.We find that the programs significantly increase shares of solar/heat pump
systems. The programs, however, appear less effective in reducing the stock of electric heaters for households
with access to natural gas. This pattern is consistent in both datasets. Results from the discrete choice
experiments suggest considerable heterogeneity with respect to household preferences toward different types
of water heaters and the discount rates they hold. The effective cost of reducing carbon emissions via incentives
for water heater replacement is considered from the counterfactual perspective of no government incentives.",2,2013,"NA","649","Logit / Probit","DID","Australia","revealed preference","household","homeowners","0","1","0","probably no","probably no","NA",0,0,0,1,0,0,0,0,"NA",0,0,0,0,0,0,1,0,0,"sample with gas access","purschase (probability) of efficient appliance","probability of switching from electric to gas","dummy (0/1)",-0.25,"decrease",0.13,0.1,"1",-1.92307692307692,NA,-0.25,NA,NA,NA,NA,408,NA,408,408,NA,NA,300,NA,"NA","NA",NA,"NA",NA,"NA",-0.0947779168856517,-0.0950632483747006,0.00245680179913509,0.00246913580246914,NA,406,"NA",0.0947779168856517,0.0950632483747006,0.00245680179913509,0.00246913580246914,NA,NA,NA,"1","0","1","Oceania","OECD country","non-LMIC",1,"Rebate","Water Heater","Economic Incentives",6
"DD","no intervention",1057,"109","Wasi, Carson",2013,"The influence of rebate programs on the demand for water heaters: The case of New South Wales","This paper examines the role of Australian hotwater systemrebate programs in shifting the existing stock of electric
water heaters toward more climate friendly versions using two unique data sets from New South Wales
homeowners. The first data set is based on a survey of householdswho recently purchased awater heater before
and after the rebate programs were in place. The other is based on a set of stated preference questions asked of
households soon to face a replacement decision.While the former allows us to look at recent responses, the latter
enables us to forecast future demand.We find that the programs significantly increase shares of solar/heat pump
systems. The programs, however, appear less effective in reducing the stock of electric heaters for households
with access to natural gas. This pattern is consistent in both datasets. Results from the discrete choice
experiments suggest considerable heterogeneity with respect to household preferences toward different types
of water heaters and the discount rates they hold. The effective cost of reducing carbon emissions via incentives
for water heater replacement is considered from the counterfactual perspective of no government incentives.",2,2013,"NA","649","Logit / Probit","DID","Australia","revealed preference","household","homeowners","0","1","0","probably no","probably no","NA",0,0,0,1,0,0,0,0,"NA",0,0,0,0,0,0,1,0,0,"sample with gas access","purschase (probability) of efficient appliance","probability of switching from electric to solar/heat pump","dummy (0/1)",0.16,"increase",0.06,0.05,"1",2.66666666666667,NA,0.16,NA,NA,NA,NA,408,NA,408,408,NA,NA,1000,NA,"NA","NA",NA,"NA",NA,"NA",0.130883998200738,0.131639149984515,0.00245626464474149,0.00246913580246914,NA,406,"NA",0.130883998200738,0.131639149984515,0.00245626464474149,0.00246913580246914,NA,NA,NA,"1","0","1","Oceania","OECD country","non-LMIC",1,"Rebate","Water Heater","Economic Incentives",6
"DD","no intervention",1058,"109","Wasi, Carson",2013,"The influence of rebate programs on the demand for water heaters: The case of New South Wales","This paper examines the role of Australian hotwater systemrebate programs in shifting the existing stock of electric
water heaters toward more climate friendly versions using two unique data sets from New South Wales
homeowners. The first data set is based on a survey of householdswho recently purchased awater heater before
and after the rebate programs were in place. The other is based on a set of stated preference questions asked of
households soon to face a replacement decision.While the former allows us to look at recent responses, the latter
enables us to forecast future demand.We find that the programs significantly increase shares of solar/heat pump
systems. The programs, however, appear less effective in reducing the stock of electric heaters for households
with access to natural gas. This pattern is consistent in both datasets. Results from the discrete choice
experiments suggest considerable heterogeneity with respect to household preferences toward different types
of water heaters and the discount rates they hold. The effective cost of reducing carbon emissions via incentives
for water heater replacement is considered from the counterfactual perspective of no government incentives.",2,2013,"NA","649","Logit / Probit","DID","Australia","revealed preference","household","homeowners","0","1","0","probably no","probably no","NA",0,0,0,1,0,0,0,0,"NA",0,0,0,0,0,0,1,0,0,"sample without gas access","purschase (probability) of efficient appliance","probability of switching from electric to solar/heat pump","dummy (0/1)",0.41,"increase",0.08,0.05,"1",5.125,NA,0.41,NA,NA,NA,NA,504,NA,504,504,NA,NA,1000,NA,"NA","NA",NA,"NA",NA,"NA",0.222560010173204,0.226347925324205,0.00198285316190016,0.00199600798403194,NA,502,"NA",0.222560010173204,0.226347925324205,0.00198285316190016,0.00199600798403194,NA,NA,NA,"1","0","1","Oceania","OECD country","non-LMIC",1,"Rebate","Water Heater","Economic Incentives",6
"DD","no intervention",1060,"111","Revelt, Train",1998,"MIXED LOGIT WITH REPEATED CHOICES: HOUSEHOLDS’ CHOICES
OF APPLIANCE EFFICIENCY LEVEL","Mixed logit models, also called random-parameters or errorcomponents
logit, are a generalization of standard logit that do not exhibit
the restrictive ‘‘independence from irrelevant alternatives’’ property and
explicitly account for correlations in unobserved utility over repeated
choices by each customer. Mixed logits are estimated for households’
choices of appliances under utility-sponsored programs that offer rebates
or loans on high-efficiency appliances.",2,1998,"NA","651","Logit / Probit","control & treatment","US","stated preference","household","residents","1","0","0","probably no","probably no","NA",0,0,0,1,0,0,0,0,"NA",0,0,0,1,0,0,0,0,0,"confusing between WTP and probability to purchase","purschase (probability) of efficient appliance","choice of a high-efficiency appliance","dummy (0/1)",0.229,"increase",0.109,NA,"3",2.10091743119266,NA,0.557001117810821,NA,NA,NA,NA,NA,NA,375,6081,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",0.107858007211736,0.108279201053684,0.00267342924809476,0.00268817204301075,NA,373,"NA",0.0269317097280614,0.0269382239054043,0.000164473597599686,0.000164527805199079,NA,NA,NA,"0","0","0","North and Central America","non-OECD country","non-LMIC",1,"Rebate","Refrigerator","Economic Incentives",10
"DD","no intervention",1061,"111","Revelt, Train",1998,"MIXED LOGIT WITH REPEATED CHOICES: HOUSEHOLDS’ CHOICES
OF APPLIANCE EFFICIENCY LEVEL","Mixed logit models, also called random-parameters or errorcomponents
logit, are a generalization of standard logit that do not exhibit
the restrictive ‘‘independence from irrelevant alternatives’’ property and
explicitly account for correlations in unobserved utility over repeated
choices by each customer. Mixed logits are estimated for households’
choices of appliances under utility-sponsored programs that offer rebates
or loans on high-efficiency appliances.",2,1998,"NA","651","Logit / Probit","control & treatment","US","stated preference","household","residents","1","0","0","probably no","probably no","NA",0,0,0,0,0,0,1,0,"NA",0,0,0,1,0,0,0,0,0,"confusing between WTP and probability to purchase","purschase (probability) of efficient appliance","choice of a high-efficiency appliance","dummy (0/1)",-0.0175,"decrease",0.264,NA,"3",-0.0662878787878788,NA,-0.504374888349774,NA,NA,NA,NA,NA,NA,375,6081,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",-0.0034230712863918,-0.00342308465633716,0.00267379679107674,0.00268817204301075,NA,373,"NA",0.000850053898004753,0.000850054102752064,0.00016447368421044,0.000164527805199079,NA,NA,NA,"0","0","0","North and Central America","non-OECD country","non-LMIC",1,"Loan","Refrigerator","Economic Incentives",10
"DD","no intervention",1062,"111","Revelt, Train",1998,"MIXED LOGIT WITH REPEATED CHOICES: HOUSEHOLDS’ CHOICES
OF APPLIANCE EFFICIENCY LEVEL","Mixed logit models, also called random-parameters or errorcomponents
logit, are a generalization of standard logit that do not exhibit
the restrictive ‘‘independence from irrelevant alternatives’’ property and
explicitly account for correlations in unobserved utility over repeated
choices by each customer. Mixed logits are estimated for households’
choices of appliances under utility-sponsored programs that offer rebates
or loans on high-efficiency appliances.",2,1998,"NA","651","Logit / Probit","control & treatment","US","stated preference","household","residents","1","0","0","probably no","probably no","NA",0,0,0,1,0,0,0,0,"NA",0,0,0,1,0,0,0,0,0,"confusing between WTP and probability to purchase","purschase (probability) of efficient appliance","choice of a high-efficiency appliance","dummy (0/1)",0.022,"increase",0.212,NA,"3",0.10377358490566,NA,0.505499778177403,NA,NA,NA,NA,NA,NA,375,6081,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",0.00535876793764247,0.00535881923335643,0.00267379678923887,0.00268817204301075,NA,373,"NA",0.00133075753416767,0.00133075831972164,0.000164473684210011,0.000164527805199079,NA,NA,NA,"0","0","0","North and Central America","non-OECD country","non-LMIC",1,"Rebate","Refrigerator","Economic Incentives",10
"DD","no intervention",1063,"111","Revelt, Train",1998,"MIXED LOGIT WITH REPEATED CHOICES: HOUSEHOLDS’ CHOICES
OF APPLIANCE EFFICIENCY LEVEL","Mixed logit models, also called random-parameters or errorcomponents
logit, are a generalization of standard logit that do not exhibit
the restrictive ‘‘independence from irrelevant alternatives’’ property and
explicitly account for correlations in unobserved utility over repeated
choices by each customer. Mixed logits are estimated for households’
choices of appliances under utility-sponsored programs that offer rebates
or loans on high-efficiency appliances.",2,1998,"NA","651","Logit / Probit","control & treatment","US","stated preference","household","residents","1","0","0","probably no","probably no","NA",0,0,0,0,0,0,1,0,"NA",0,0,0,1,0,0,0,0,0,"confusing between WTP and probability to purchase","purschase (probability) of efficient appliance","choice of a high-efficiency appliance","dummy (0/1)",0.156,"increase",0.621,NA,"3",0.251207729468599,NA,0.538921100005465,NA,NA,NA,NA,NA,NA,375,6081,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",0.0129712200108073,0.0129719475645313,0.00267379671573457,0.00268817204301075,NA,373,"NA",0.00322138953163161,0.00322140067486376,0.000164473684192814,0.000164527805199079,NA,NA,NA,"0","0","0","North and Central America","non-OECD country","non-LMIC",1,"Loan","Refrigerator","Economic Incentives",10
"DD","no intervention",1064,"111","Revelt, Train",1998,"MIXED LOGIT WITH REPEATED CHOICES: HOUSEHOLDS’ CHOICES
OF APPLIANCE EFFICIENCY LEVEL","Mixed logit models, also called random-parameters or errorcomponents
logit, are a generalization of standard logit that do not exhibit
the restrictive ‘‘independence from irrelevant alternatives’’ property and
explicitly account for correlations in unobserved utility over repeated
choices by each customer. Mixed logits are estimated for households’
choices of appliances under utility-sponsored programs that offer rebates
or loans on high-efficiency appliances.",2,1998,"NA","652","Logit / Probit","control & treatment","US","stated preference","household","residents","1","0","0","probably no","probably no","NA",0,0,0,1,0,0,0,0,"NA",0,0,0,1,0,0,0,0,0,"confusing between WTP and probability to purchase","purschase (probability) of efficient appliance","choice of a high-efficiency appliance","dummy (0/1)",-0.146,"decrease",0.188,NA,"3",-0.776595744680851,NA,-0.536435301740644,NA,NA,NA,NA,NA,NA,375,6081,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",-0.0400710222615044,-0.0400924901185336,0.0026737898829954,0.00268817204301075,NA,373,"NA",0.00995831752164596,0.00995864672366968,0.000164473682592827,0.000164527805199079,NA,NA,NA,"0","0","1","North and Central America","non-OECD country","non-LMIC",1,"Rebate","Refrigerator","Economic Incentives",10
"DD","no intervention",1065,"111","Revelt, Train",1998,"MIXED LOGIT WITH REPEATED CHOICES: HOUSEHOLDS’ CHOICES
OF APPLIANCE EFFICIENCY LEVEL","Mixed logit models, also called random-parameters or errorcomponents
logit, are a generalization of standard logit that do not exhibit
the restrictive ‘‘independence from irrelevant alternatives’’ property and
explicitly account for correlations in unobserved utility over repeated
choices by each customer. Mixed logits are estimated for households’
choices of appliances under utility-sponsored programs that offer rebates
or loans on high-efficiency appliances.",2,1998,"NA","652","Logit / Probit","control & treatment","US","stated preference","household","residents","1","0","0","probably no","probably no","NA",0,0,0,0,0,0,1,0,"NA",0,0,0,1,0,0,0,0,0,"confusing between WTP and probability to purchase","purschase (probability) of efficient appliance","choice of a high-efficiency appliance","dummy (0/1)",0.275,"increase",0.771,NA,"3",0.356679636835279,NA,0.568319983478248,NA,NA,NA,NA,NA,NA,375,6081,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",0.0184157337017109,0.0184178159581239,0.00267379648377685,0.00268817204301075,NA,373,"NA",0.00457389584916439,0.0045739277456629,0.000164473684138539,0.000164527805199079,NA,NA,NA,"0","0","1","North and Central America","non-OECD country","non-LMIC",1,"Loan","Refrigerator","Economic Incentives",10
"DD","no intervention",1066,"111","Revelt, Train",1998,"MIXED LOGIT WITH REPEATED CHOICES: HOUSEHOLDS’ CHOICES
OF APPLIANCE EFFICIENCY LEVEL","Mixed logit models, also called random-parameters or errorcomponents
logit, are a generalization of standard logit that do not exhibit
the restrictive ‘‘independence from irrelevant alternatives’’ property and
explicitly account for correlations in unobserved utility over repeated
choices by each customer. Mixed logits are estimated for households’
choices of appliances under utility-sponsored programs that offer rebates
or loans on high-efficiency appliances.",2,1998,"NA","654","Logit / Probit","control & treatment","US","stated preference","household","residents","1","0","0","probably no","probably no","NA",0,0,0,1,0,0,0,0,"NA",0,0,0,1,0,0,0,0,0,"confusing between WTP and probability to purchase","purschase (probability) of efficient appliance","choice of a high-efficiency appliance","dummy (0/1)",0.199,"increase",0.188,NA,"3",1.05851063829787,NA,0.54958646842504,NA,NA,NA,NA,NA,NA,375,6081,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",0.0545797769663693,0.0546340708890819,0.00267377296920114,0.00268817204301075,NA,373,"NA",0.0135727459131002,0.0135735794597481,0.000164473678627445,0.000164527805199079,NA,NA,NA,"0","0","1","North and Central America","non-OECD country","non-LMIC",1,"Rebate","Refrigerator","Economic Incentives",10
"DD","no intervention",1067,"111","Revelt, Train",1998,"MIXED LOGIT WITH REPEATED CHOICES: HOUSEHOLDS’ CHOICES
OF APPLIANCE EFFICIENCY LEVEL","Mixed logit models, also called random-parameters or errorcomponents
logit, are a generalization of standard logit that do not exhibit
the restrictive ‘‘independence from irrelevant alternatives’’ property and
explicitly account for correlations in unobserved utility over repeated
choices by each customer. Mixed logits are estimated for households’
choices of appliances under utility-sponsored programs that offer rebates
or loans on high-efficiency appliances.",2,1998,"NA","654","Logit / Probit","control & treatment","US","stated preference","household","residents","1","0","0","probably no","probably no","NA",0,0,0,0,0,0,1,0,"NA",0,0,0,1,0,0,0,0,0,"confusing between WTP and probability to purchase","purschase (probability) of efficient appliance","choice of a high-efficiency appliance","dummy (0/1)",-0.191,"decrease",0.533,NA,"3",-0.358348968105066,NA,-0.547605363645811,NA,NA,NA,NA,NA,NA,375,6081,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",-0.018501893543384,-0.0185040051669098,0.00267379647797719,0.00268817204301075,NA,373,"NA",0.00459530213569907,0.00459533448213692,0.000164473684137182,0.000164527805199079,NA,NA,NA,"0","0","1","North and Central America","non-OECD country","non-LMIC",1,"Loan","Refrigerator","Economic Incentives",10
"DD","no intervention",1068,"111","Revelt, Train",1998,"MIXED LOGIT WITH REPEATED CHOICES: HOUSEHOLDS’ CHOICES
OF APPLIANCE EFFICIENCY LEVEL","Mixed logit models, also called random-parameters or errorcomponents
logit, are a generalization of standard logit that do not exhibit
the restrictive ‘‘independence from irrelevant alternatives’’ property and
explicitly account for correlations in unobserved utility over repeated
choices by each customer. Mixed logits are estimated for households’
choices of appliances under utility-sponsored programs that offer rebates
or loans on high-efficiency appliances.",2,1998,"NA","654","Logit / Probit","control & treatment","US","revealed preference","household","residents","1","0","0","probably no","probably no","NA",0,0,0,1,0,0,0,0,"NA",0,0,0,1,0,0,0,0,0,"confusing between WTP and probability to purchase","purschase (probability) of efficient appliance","choice of a high-efficiency appliance","dummy (0/1)",-3.7,"decrease",7.31,NA,"3",-0.506155950752394,NA,-0.975872978582331,NA,NA,NA,NA,NA,NA,163,163,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",-0.0396140744579036,-0.0396348157815593,0.00617282427293014,0.00625,NA,161,"NA",0.0396140744579036,0.0396348157815593,0.00617282427293014,0.00625,NA,NA,NA,"0","0","1","North and Central America","non-OECD country","non-LMIC",1,"Rebate","Refrigerator","Economic Incentives",10
"DD","no intervention",1069,"111","Revelt, Train",1998,"MIXED LOGIT WITH REPEATED CHOICES: HOUSEHOLDS’ CHOICES
OF APPLIANCE EFFICIENCY LEVEL","Mixed logit models, also called random-parameters or errorcomponents
logit, are a generalization of standard logit that do not exhibit
the restrictive ‘‘independence from irrelevant alternatives’’ property and
explicitly account for correlations in unobserved utility over repeated
choices by each customer. Mixed logits are estimated for households’
choices of appliances under utility-sponsored programs that offer rebates
or loans on high-efficiency appliances.",2,1998,"NA","654","Logit / Probit","control & treatment","US","revealed preference","household","residents","1","0","0","probably no","probably no","NA",0,0,0,1,0,0,0,0,"NA",0,0,0,1,0,0,0,0,0,"confusing between WTP and probability to purchase","purschase (probability) of efficient appliance","choice of a high-efficiency appliance","dummy (0/1)",-3.01,"decrease",2.17,NA,"3",-1.38709677419355,NA,-0.953023854321716,NA,NA,NA,NA,NA,NA,163,163,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",-0.108010203094153,-0.108433190882666,0.00617198614291996,0.00625,NA,161,"NA",0.108010203094153,0.108433190882666,0.00617198614291996,0.00625,NA,NA,NA,"0","0","1","North and Central America","non-OECD country","non-LMIC",1,"Rebate","Refrigerator","Economic Incentives",10
"DD","no intervention",1070,"112","Alberini, Bigano, Boeri",2013,"Looking for free riding: energy efficiency incentives and Italian homeowners ","We examine the effect of energy efficiency incentives on household energy efficiency home im- provements. Starting in February 2007, Italian homeowners have been able to avail themselves of tax credits on the purchase and installation costs of certain types of energy efficiency renovations. We examine two such renovations—door/window replacements and heating system replacements—using multi-year cross- section data from the Italian Consumer Expenditure Survey and focusing on a narrow period around the introduction of the tax credits. Our regressions control for dwelling and household characteristics and economy-wide factors likely to influence the replace- ment rates. The effects of the policy are different for the two types of renovations. With window replacements, the policy is generally associated with a 30 % or stron- ger increase in the renovation rates and number of renovations. In the simplest econometric models, the effect is not statistically significant, but the results get stronger when we allow for heterogeneous effects across the country. With heating system replacements, simpler models suggest that the tax credits policy had no effect whatsoever or that free riding was rampant, i.e., people are now accepting subsidies for replacements that they would have done anyway. Further examination suggests a strong degree of heterogeneity in the effects across warmer and colder parts of the country, and effects in the colder areas that are even more pronounced than those for window replacements. These results should, howev- er, be interpreted with caution due to the low rates of renovations, which imply that the effects are estimated relatively imprecisely.",2,2013,"NA","14","OLS","pre and post","Italy","self-reported behavior","household","homeowners","0","1","0","probably no","probably no","NA",0,1,0,0,1,1,0,0,"NA",0,0,0,0,1,0,0,0,0,"NA","purschase (probability) of efficient appliance","likelihood of replacing the heating system","dummy (0/1)",-0.00016,"decrease",0.00145454545454545,NA,"3",-0.11,"31.8% for 0.0022",-0.500039999999915,NA,NA,NA,NA,NA,NA,81095,81095,NA,NA,NA,0.55,"delayed","0",0,"1",0.000386274121678599,"3.8627414089036701E-4",-0.000386274121678599,-0.000386274140890367,0.0000123313685352798,0.0000123316726680807,NA,81094,"NA",0.000386274121678599,0.000386274140890367,0.0000123313685352798,0.0000123316726680807,NA,NA,NA,"0","0","1","Europe","OECD country","non-LMIC",2,"Information","Heat Pump","Information Strategies",2
