"coder","counterfactual","sr_no","study_ID","authors","year_publication","doc_title","abstract","study_type","year_data_study","exclusion_reason","page","statistical_technique","study_design","country","incentive_follow_through","experimental_setting","participant_type","aware_of_study","opt_in","randomisation_dummy","outOfSampleBias","reportingBiases","notes_bias","feedback","information","label","rebate","tax_credit","subsidy","loan","choice_architecture","notes_intervention","washing_machine","clothes_dryer","dishwasher","refrigerator","heat_pump","lighting","water_heater","ac","tv","notes_dep_var","dep_variable_purchase_category","dep_var_original_study","dep_var_transformation","coefficient","effect_direction","coefficient_se","p_value","significance_bound","t_stat","percent_change_from_paper","percent_change","control_mean","control_sample_size","control_sd","treated_mean","treatment_sample_size","treated_sd","total_sample_size","total_observations","diff_mean","pooled_sd","monetary_incentive_size","monetary_incentive_relative","monetary_incentive_timeframe","label_monetary","label_monetary_size","label_consumption","label_consumption_size","label_scale","r_value","z_value","r_variance","z_variance","d_value","df","comments","r_value_obs","z_value_obs","r_variance_obs","z_variance_obs","...87","percent_change(binary predictor)","r_effect_size_sample","controls_energy_prices","controls_environmental_attitudes","controls_demographics","continent","oecd","lmic","multi_intervention","intervention","appliance","intervention_category","num_effect_sizes"
"DD","basic intervention",1173,"141","Zhou, Bukenya",2016,"Information inefficiency and willingness-to-pay forenergy-efficient technology: A stated preference approach for China Energy Label","The paperexaminestheextenttowhichconsumers'willingness-to-payforenergy-efficient roomair
conditioners maybealteredbycorrectingtheinformationinefficiency ontheChinaEnergyLabel.The
data arecollectedfromadiscretechoiceexperimentwithtwoalternatives(variable-speedandconstant-
speed roomairconditioners)characterizedbyattributesofbrand,purchasepriceandenergygrade.
Three versionsofthequestionnaireswithchoicesetsdifferingonlyinenergyconsumptionindicators
weredistributedrandomlyto1602potentialconsumersinNanjing,Chinaandasampleof1569was
obtained afterdroppingmissingdata.Theanalysiswithmultinomialandmixedlogitmodelsrevealthat
the pricepremiumthatconsumersarewillingtopayforavariable-speedroomACoveraconstant-speed
room ACincreasessignificantly whenenergyconsumptioninformationbecomescomparableandad-
ditional energy-relatedinformationisprovided.Furthermore,theimpactofinformationonWTPvaries
under differentenergy-savingscenarios.ItissuggestedthatChinaEnergyLabelshouldcorrectin-
formation inefficiency byadoptingsameenergyindicatorsforroomACswithdifferenttechnologiesand
providingenergyconsumptioninformationbasedondifferentclimatezones.",2,2013,"NA","17","Logit / Probit","quasi-experimental","China","stated preference","household","residents","1","0","1","probably no","probably no","As it is stated preference, hypothetical bias may be an issue",0,0,1,0,0,0,0,0,"less information on the label",0,0,0,0,0,0,0,1,0,"estimates of WTP (RMB) for the premium of variable-speed room ACs","WTP for efficient appliance","consumers’ WTP for variable-speed room AC over constant-speed room AC","NA",-0.083,"decrease",NA,0.1,"1",-1.64778921146225,NA,NA,NA,NA,NA,NA,523,NA,522,522,NA,NA,NA,NA,"NA","NA",NA,"0",NA,"numerical",NA,-0.0720593962123254,0.00191933404482944,0.00192678227360308,NA,520,NA,0.0719349305598677,0.0720593962123254,0.00191933404482944,0.00192678227360308,NA,NA,0.0719349305598677,"0","0","1","Asia","non-OECD country","non-LMIC",2,"Label","Air-Conditioner","Information Strategies",8
"DD","basic intervention",1174,"141","Zhou, Bukenya",2016,"Information inefficiency and willingness-to-pay forenergy-efficient technology: A stated preference approach for China Energy Label","The paperexaminestheextenttowhichconsumers'willingness-to-payforenergy-efficient roomair
conditioners maybealteredbycorrectingtheinformationinefficiency ontheChinaEnergyLabel.The
data arecollectedfromadiscretechoiceexperimentwithtwoalternatives(variable-speedandconstant-
speed roomairconditioners)characterizedbyattributesofbrand,purchasepriceandenergygrade.
Three versionsofthequestionnaireswithchoicesetsdifferingonlyinenergyconsumptionindicators
weredistributedrandomlyto1602potentialconsumersinNanjing,Chinaandasampleof1569was
obtained afterdroppingmissingdata.Theanalysiswithmultinomialandmixedlogitmodelsrevealthat
the pricepremiumthatconsumersarewillingtopayforavariable-speedroomACoveraconstant-speed
room ACincreasessignificantly whenenergyconsumptioninformationbecomescomparableandad-
ditional energy-relatedinformationisprovided.Furthermore,theimpactofinformationonWTPvaries
under differentenergy-savingscenarios.ItissuggestedthatChinaEnergyLabelshouldcorrectin-
formation inefficiency byadoptingsameenergyindicatorsforroomACswithdifferenttechnologiesand
providingenergyconsumptioninformationbasedondifferentclimatezones.",2,2013,"NA","17","Logit / Probit","quasi-experimental","China","stated preference","household","residents","1","0","1","probably no","probably no","As it is stated preference, hypothetical bias may be an issue",0,0,1,0,0,0,0,0,"less information on the label",0,0,0,0,0,0,0,1,0,"estimates of WTP (RMB) for the premium of variable-speed room ACs","WTP for efficient appliance","consumers’ WTP for variable-speed room AC over constant-speed room AC","NA",-0.133,"decrease",NA,0.1,"1",-1.64778921146225,NA,NA,NA,NA,NA,NA,523,NA,522,522,NA,NA,NA,NA,"NA","NA",NA,"0",NA,"numerical",NA,-0.0720593962123254,0.00191933404482944,0.00192678227360308,NA,520,NA,0.0719349305598677,0.0720593962123254,0.00191933404482944,0.00192678227360308,NA,NA,0.0719349305598677,"0","0","1","Asia","non-OECD country","non-LMIC",2,"Label","Air-Conditioner","Information Strategies",8
"DD","basic intervention",1175,"141","Zhou, Bukenya",2016,"Information inefficiency and willingness-to-pay forenergy-efficient technology: A stated preference approach for China Energy Label","The paperexaminestheextenttowhichconsumers'willingness-to-payforenergy-efficient roomair
conditioners maybealteredbycorrectingtheinformationinefficiency ontheChinaEnergyLabel.The
data arecollectedfromadiscretechoiceexperimentwithtwoalternatives(variable-speedandconstant-
speed roomairconditioners)characterizedbyattributesofbrand,purchasepriceandenergygrade.
Three versionsofthequestionnaireswithchoicesetsdifferingonlyinenergyconsumptionindicators
weredistributedrandomlyto1602potentialconsumersinNanjing,Chinaandasampleof1569was
obtained afterdroppingmissingdata.Theanalysiswithmultinomialandmixedlogitmodelsrevealthat
the pricepremiumthatconsumersarewillingtopayforavariable-speedroomACoveraconstant-speed
room ACincreasessignificantly whenenergyconsumptioninformationbecomescomparableandad-
ditional energy-relatedinformationisprovided.Furthermore,theimpactofinformationonWTPvaries
under differentenergy-savingscenarios.ItissuggestedthatChinaEnergyLabelshouldcorrectin-
formation inefficiency byadoptingsameenergyindicatorsforroomACswithdifferenttechnologiesand
providingenergyconsumptioninformationbasedondifferentclimatezones.",2,2013,"NA","17","Logit / Probit","quasi-experimental","China","stated preference","household","residents","1","0","1","probably no","probably no","As it is stated preference, hypothetical bias may be an issue",0,0,1,0,0,0,0,0,"less information on the label",0,0,0,0,0,0,0,1,0,"estimates of WTP (RMB) for the premium of variable-speed room ACs","WTP for efficient appliance","consumers’ WTP for variable-speed room AC over constant-speed room AC","NA",-0.095,"decrease",NA,0.1,"2",-1.64778921146225,NA,NA,NA,NA,NA,NA,523,NA,522,522,NA,NA,NA,NA,"NA","NA",NA,"0",NA,"numerical",NA,-0.0720593962123254,0.00191933404482944,0.00192678227360308,NA,520,NA,0.0719349305598677,0.0720593962123254,0.00191933404482944,0.00192678227360308,NA,NA,0.0719349305598677,"0","0","1","Asia","non-OECD country","non-LMIC",2,"Label","Air-Conditioner","Information Strategies",8
"DD","basic intervention",1176,"141","Zhou, Bukenya",2016,"Information inefficiency and willingness-to-pay forenergy-efficient technology: A stated preference approach for China Energy Label","The paperexaminestheextenttowhichconsumers'willingness-to-payforenergy-efficient roomair
conditioners maybealteredbycorrectingtheinformationinefficiency ontheChinaEnergyLabel.The
data arecollectedfromadiscretechoiceexperimentwithtwoalternatives(variable-speedandconstant-
speed roomairconditioners)characterizedbyattributesofbrand,purchasepriceandenergygrade.
Three versionsofthequestionnaireswithchoicesetsdifferingonlyinenergyconsumptionindicators
weredistributedrandomlyto1602potentialconsumersinNanjing,Chinaandasampleof1569was
obtained afterdroppingmissingdata.Theanalysiswithmultinomialandmixedlogitmodelsrevealthat
the pricepremiumthatconsumersarewillingtopayforavariable-speedroomACoveraconstant-speed
room ACincreasessignificantly whenenergyconsumptioninformationbecomescomparableandad-
ditional energy-relatedinformationisprovided.Furthermore,theimpactofinformationonWTPvaries
under differentenergy-savingscenarios.ItissuggestedthatChinaEnergyLabelshouldcorrectin-
formation inefficiency byadoptingsameenergyindicatorsforroomACswithdifferenttechnologiesand
providingenergyconsumptioninformationbasedondifferentclimatezones.",2,2013,"NA","17","Logit / Probit","quasi-experimental","China","stated preference","household","residents","1","0","1","probably no","probably no","As it is stated preference, hypothetical bias may be an issue",0,0,1,0,0,0,0,0,"additional information - on the label",0,0,0,0,0,0,0,1,0,"estimates of WTP (RMB) for the premium of variable-speed room ACs","WTP for efficient appliance","consumers’ WTP for variable-speed room AC over constant-speed room AC","NA",0.14,"increase",NA,0.01,"1",2.58531696224864,NA,NA,NA,NA,NA,NA,524,NA,522,522,NA,NA,NA,NA,"NA","NA",NA,"1",NA,"numerical",NA,0.112916148480505,0.0019190737736219,0.00192678227360308,NA,520,NA,0.112438687632946,0.112916148480505,0.0019190737736219,0.00192678227360308,NA,NA,0.112438687632946,"0","0","1","Asia","non-OECD country","non-LMIC",2,"Label","Air-Conditioner","Information Strategies",8
"DD","basic intervention",1177,"141","Zhou, Bukenya",2016,"Information inefficiency and willingness-to-pay forenergy-efficient technology: A stated preference approach for China Energy Label","The paperexaminestheextenttowhichconsumers'willingness-to-payforenergy-efficient roomair
conditioners maybealteredbycorrectingtheinformationinefficiency ontheChinaEnergyLabel.The
data arecollectedfromadiscretechoiceexperimentwithtwoalternatives(variable-speedandconstant-
speed roomairconditioners)characterizedbyattributesofbrand,purchasepriceandenergygrade.
Three versionsofthequestionnaireswithchoicesetsdifferingonlyinenergyconsumptionindicators
weredistributedrandomlyto1602potentialconsumersinNanjing,Chinaandasampleof1569was
obtained afterdroppingmissingdata.Theanalysiswithmultinomialandmixedlogitmodelsrevealthat
the pricepremiumthatconsumersarewillingtopayforavariable-speedroomACoveraconstant-speed
room ACincreasessignificantly whenenergyconsumptioninformationbecomescomparableandad-
ditional energy-relatedinformationisprovided.Furthermore,theimpactofinformationonWTPvaries
under differentenergy-savingscenarios.ItissuggestedthatChinaEnergyLabelshouldcorrectin-
formation inefficiency byadoptingsameenergyindicatorsforroomACswithdifferenttechnologiesand
providingenergyconsumptioninformationbasedondifferentclimatezones.",2,2013,"NA","17","Logit / Probit","quasi-experimental","China","stated preference","household","residents","1","0","1","probably no","probably no","As it is stated preference, hypothetical bias may be an issue",0,0,1,0,0,0,0,0,"additional information - on the label",0,0,0,0,0,0,0,1,0,"estimates of WTP (RMB) for the premium of variable-speed room ACs","WTP for efficient appliance","consumers’ WTP for variable-speed room AC over constant-speed room AC","NA",0.143,"increase",NA,0.01,"1",2.58531696224864,NA,NA,NA,NA,NA,NA,524,NA,522,522,NA,NA,NA,NA,"NA","NA",NA,"1",NA,"numerical",NA,0.112916148480505,0.0019190737736219,0.00192678227360308,NA,520,NA,0.112438687632946,0.112916148480505,0.0019190737736219,0.00192678227360308,NA,NA,0.112438687632946,"0","0","1","Asia","non-OECD country","non-LMIC",2,"Label","Air-Conditioner","Information Strategies",8
"DD","basic intervention",1178,"141","Zhou, Bukenya",2016,"Information inefficiency and willingness-to-pay forenergy-efficient technology: A stated preference approach for China Energy Label","The paperexaminestheextenttowhichconsumers'willingness-to-payforenergy-efficient roomair
conditioners maybealteredbycorrectingtheinformationinefficiency ontheChinaEnergyLabel.The
data arecollectedfromadiscretechoiceexperimentwithtwoalternatives(variable-speedandconstant-
speed roomairconditioners)characterizedbyattributesofbrand,purchasepriceandenergygrade.
Three versionsofthequestionnaireswithchoicesetsdifferingonlyinenergyconsumptionindicators
weredistributedrandomlyto1602potentialconsumersinNanjing,Chinaandasampleof1569was
obtained afterdroppingmissingdata.Theanalysiswithmultinomialandmixedlogitmodelsrevealthat
the pricepremiumthatconsumersarewillingtopayforavariable-speedroomACoveraconstant-speed
room ACincreasessignificantly whenenergyconsumptioninformationbecomescomparableandad-
ditional energy-relatedinformationisprovided.Furthermore,theimpactofinformationonWTPvaries
under differentenergy-savingscenarios.ItissuggestedthatChinaEnergyLabelshouldcorrectin-
formation inefficiency byadoptingsameenergyindicatorsforroomACswithdifferenttechnologiesand
providingenergyconsumptioninformationbasedondifferentclimatezones.",2,2013,"NA","17","Logit / Probit","quasi-experimental","China","stated preference","household","residents","1","0","1","probably no","probably no","As it is stated preference, hypothetical bias may be an issue",0,0,1,0,0,0,0,0,"additional information - on the label",0,0,0,0,0,0,0,1,0,"estimates of WTP (RMB) for the premium of variable-speed room ACs","WTP for efficient appliance","consumers’ WTP for variable-speed room AC over constant-speed room AC","NA",0.22,"increase",NA,0.01,"1",2.58531696224864,NA,NA,NA,NA,NA,NA,524,NA,522,522,NA,NA,NA,NA,"NA","NA",NA,"1",NA,"numerical",NA,0.112916148480505,0.0019190737736219,0.00192678227360308,NA,520,NA,0.112438687632946,0.112916148480505,0.0019190737736219,0.00192678227360308,NA,NA,0.112438687632946,"0","0","1","Asia","non-OECD country","non-LMIC",2,"Label","Air-Conditioner","Information Strategies",8
"DD","basic intervention",1179,"141","Zhou, Bukenya",2016,"Information inefficiency and willingness-to-pay forenergy-efficient technology: A stated preference approach for China Energy Label","The paperexaminestheextenttowhichconsumers'willingness-to-payforenergy-efficient roomair
conditioners maybealteredbycorrectingtheinformationinefficiency ontheChinaEnergyLabel.The
data arecollectedfromadiscretechoiceexperimentwithtwoalternatives(variable-speedandconstant-
speed roomairconditioners)characterizedbyattributesofbrand,purchasepriceandenergygrade.
Three versionsofthequestionnaireswithchoicesetsdifferingonlyinenergyconsumptionindicators
weredistributedrandomlyto1602potentialconsumersinNanjing,Chinaandasampleof1569was
obtained afterdroppingmissingdata.Theanalysiswithmultinomialandmixedlogitmodelsrevealthat
the pricepremiumthatconsumersarewillingtopayforavariable-speedroomACoveraconstant-speed
room ACincreasessignificantly whenenergyconsumptioninformationbecomescomparableandad-
ditional energy-relatedinformationisprovided.Furthermore,theimpactofinformationonWTPvaries
under differentenergy-savingscenarios.ItissuggestedthatChinaEnergyLabelshouldcorrectin-
formation inefficiency byadoptingsameenergyindicatorsforroomACswithdifferenttechnologiesand
providingenergyconsumptioninformationbasedondifferentclimatezones.",2,2011,"NA","17","Logit / Probit","quasi-experimental","China","stated preference","household","residents","1","0","1","probably no","probably no","As it is stated preference, hypothetical bias may be an issue",0,0,1,0,0,0,0,0,"additional information - on the label",0,0,0,0,0,0,0,1,0,"estimates of WTP (RMB) for the premium of variable-speed room ACs","WTP for efficient appliance","consumers’ WTP for variable-speed room AC over constant-speed room AC","NA",0.159,"increase",NA,0.05,"1",1.96453650103174,NA,NA,NA,NA,NA,NA,524,NA,522,522,NA,NA,NA,NA,"NA","NA",NA,"1",NA,"numerical",NA,0.0858798222516894,0.00191928139021651,0.00192678227360308,NA,520,NA,0.0856693121899896,0.0858798222516894,0.00191928139021651,0.00192678227360308,NA,NA,0.0856693121899896,"0","0","1","Asia","non-OECD country","non-LMIC",2,"Label","Air-Conditioner","Information Strategies",8
"DD",NA,1035,"107","Liddle, Loi, Owen, Tao",2020,"Evaluating consumption and cost savings from new air-conditioner purchases: The case of Singapore","Air conditioning (AC) is a major source of household electricity consumption in Singapore and there is evidence
that the efficiency of ACs could be improved substantially. Employing 45 months of energy bills and survey data
and the Fixed Effects difference-in-differences estimator, we calculated a savings of 7.8% of total energy consumption
after the purchase of a more efficient AC compared to an estimated expected savings of 12.6%. This
suggests a rebound or take-back of savings around 38.2%. Such a less-than-100% of theoretical savings achieved
is in line with other (outside Singapore) estimates and economic/behavioural theory since after purchasing a new
AC, households may (i) use a lower temperature setting or (ii) use the AC longer in order to (1) fulfil (previously)
unmet demand and/or (2) respond to the effective lower costs of running the AC. Our results have implications
for both energy efficiency labelling policies and for Singapore’s recently implemented carbon tax.",1,2020,"NA","5","OLS","quasi-experimental","Singapore","self-reported behavior","household","homeowners","1","0","0","probably no","probably no","NA",0,0,1,0,0,0,0,0,"mandatory energy labelling scheme and mandatory energy performance standard",0,0,0,0,0,0,0,1,0,"NA","energy use after switching to a more efficient appliance","electricity savings from the purchase of a new air-conditioner as an Average Treatment on the Treated Effect","log scale",-0.058,"decrease",0.021,0.01,"1",-2.76190476190476,NA,-0.0597149957102876,NA,378,NA,NA,193,NA,571,25685,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",-0.11481772350402,-0.115326303954726,0.00175407562428099,0.00176056338028169,NA,NA,NA,0.0172307600015272,0.0172324655710228,0.0000389347419333446,0.0000389377774316642,NA,NA,NA,"1","0","1","Asia","non-OECD country","non-LMIC",1,"Label","Air-Conditioner","Information Strategies",12
"DD",NA,1036,"107","Liddle, Loi, Owen, Tao",2020,"Evaluating consumption and cost savings from new air-conditioner purchases: The case of Singapore","Air conditioning (AC) is a major source of household electricity consumption in Singapore and there is evidence
that the efficiency of ACs could be improved substantially. Employing 45 months of energy bills and survey data
and the Fixed Effects difference-in-differences estimator, we calculated a savings of 7.8% of total energy consumption
after the purchase of a more efficient AC compared to an estimated expected savings of 12.6%. This
suggests a rebound or take-back of savings around 38.2%. Such a less-than-100% of theoretical savings achieved
is in line with other (outside Singapore) estimates and economic/behavioural theory since after purchasing a new
AC, households may (i) use a lower temperature setting or (ii) use the AC longer in order to (1) fulfil (previously)
unmet demand and/or (2) respond to the effective lower costs of running the AC. Our results have implications
for both energy efficiency labelling policies and for Singapore’s recently implemented carbon tax.",1,2020,"NA","5","OLS","quasi-experimental","Singapore","self-reported behavior","household","homeowners","1","0","0","probably no","probably no","NA",0,0,1,0,0,0,0,0,"mandatory energy labelling scheme and mandatory energy performance standard",0,0,0,0,0,0,0,1,0,"NA","energy use after switching to a more efficient appliance","electricity savings from the purchase of a new air-conditioner as an Average Treatment on the Treated Effect","log scale",-0.054,"decrease",0.021,0.05,"1",-2.57142857142857,NA,-0.0554846021550801,NA,378,NA,NA,193,NA,571,25685,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",-0.106993222821404,-0.107404320251946,0.00175415250509152,0.00176056338028169,NA,NA,NA,0.0160427488896257,0.0160441254085112,0.0000389347427868733,0.0000389377774316642,NA,NA,NA,"1","0","1","Asia","non-OECD country","non-LMIC",1,"Label","Air-Conditioner","Information Strategies",12
"DD",NA,1037,"107","Liddle, Loi, Owen, Tao",2020,"Evaluating consumption and cost savings from new air-conditioner purchases: The case of Singapore","Air conditioning (AC) is a major source of household electricity consumption in Singapore and there is evidence
that the efficiency of ACs could be improved substantially. Employing 45 months of energy bills and survey data
and the Fixed Effects difference-in-differences estimator, we calculated a savings of 7.8% of total energy consumption
after the purchase of a more efficient AC compared to an estimated expected savings of 12.6%. This
suggests a rebound or take-back of savings around 38.2%. Such a less-than-100% of theoretical savings achieved
is in line with other (outside Singapore) estimates and economic/behavioural theory since after purchasing a new
AC, households may (i) use a lower temperature setting or (ii) use the AC longer in order to (1) fulfil (previously)
unmet demand and/or (2) respond to the effective lower costs of running the AC. Our results have implications
for both energy efficiency labelling policies and for Singapore’s recently implemented carbon tax.",1,2020,"NA","5","OLS","quasi-experimental","Singapore","self-reported behavior","household","homeowners","1","0","0","probably no","probably no","NA",0,0,1,0,0,0,0,0,"mandatory energy labelling scheme and mandatory energy performance standard",0,0,0,0,0,0,0,1,0,"NA","energy use after switching to a more efficient appliance","electricity savings from the purchase of a new air-conditioner as an Average Treatment on the Treated Effect","log scale",-0.054,"decrease",0.021,0.01,"1",-2.57142857142857,NA,-0.0554846021550801,NA,378,NA,NA,193,NA,571,25685,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",-0.106993222821404,-0.107404320251946,0.00175415250509152,0.00176056338028169,NA,NA,NA,0.0160427488896257,0.0160441254085112,0.0000389347427868733,0.0000389377774316642,NA,NA,NA,"1","0","1","Asia","non-OECD country","non-LMIC",1,"Label","Air-Conditioner","Information Strategies",12
"DD",NA,1038,"107","Liddle, Loi, Owen, Tao",2020,"Evaluating consumption and cost savings from new air-conditioner purchases: The case of Singapore","Air conditioning (AC) is a major source of household electricity consumption in Singapore and there is evidence
that the efficiency of ACs could be improved substantially. Employing 45 months of energy bills and survey data
and the Fixed Effects difference-in-differences estimator, we calculated a savings of 7.8% of total energy consumption
after the purchase of a more efficient AC compared to an estimated expected savings of 12.6%. This
suggests a rebound or take-back of savings around 38.2%. Such a less-than-100% of theoretical savings achieved
is in line with other (outside Singapore) estimates and economic/behavioural theory since after purchasing a new
AC, households may (i) use a lower temperature setting or (ii) use the AC longer in order to (1) fulfil (previously)
unmet demand and/or (2) respond to the effective lower costs of running the AC. Our results have implications
for both energy efficiency labelling policies and for Singapore’s recently implemented carbon tax.",1,2020,"NA","5","OLS","quasi-experimental","Singapore","self-reported behavior","household","homeowners","1","0","0","probably no","probably no","NA",0,0,1,0,0,0,0,0,"mandatory energy labelling scheme and mandatory energy performance standard",0,0,0,0,0,0,0,1,0,"NA","energy use after switching to a more efficient appliance","electricity savings from the purchase of a new air-conditioner as an Average Treatment on the Treated Effect","log scale",-0.052,"decrease",0.021,0.05,"1",-2.47619047619048,NA,-0.0533757425133647,NA,378,NA,NA,193,NA,571,25685,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",-0.103073411915561,-0.103440778258307,0.00175418510546564,0.00176056338028169,NA,NA,NA,0.0154487175389444,0.0154499467267399,0.0000389347431483376,0.0000389377774316642,NA,NA,NA,"1","0","1","Asia","non-OECD country","non-LMIC",1,"Label","Air-Conditioner","Information Strategies",12
"DD",NA,1039,"107","Liddle, Loi, Owen, Tao",2020,"Evaluating consumption and cost savings from new air-conditioner purchases: The case of Singapore","Air conditioning (AC) is a major source of household electricity consumption in Singapore and there is evidence
that the efficiency of ACs could be improved substantially. Employing 45 months of energy bills and survey data
and the Fixed Effects difference-in-differences estimator, we calculated a savings of 7.8% of total energy consumption
after the purchase of a more efficient AC compared to an estimated expected savings of 12.6%. This
suggests a rebound or take-back of savings around 38.2%. Such a less-than-100% of theoretical savings achieved
is in line with other (outside Singapore) estimates and economic/behavioural theory since after purchasing a new
AC, households may (i) use a lower temperature setting or (ii) use the AC longer in order to (1) fulfil (previously)
unmet demand and/or (2) respond to the effective lower costs of running the AC. Our results have implications
for both energy efficiency labelling policies and for Singapore’s recently implemented carbon tax.",1,2020,"NA","5","OLS","quasi-experimental","Singapore","self-reported behavior","household","homeowners","1","0","0","probably no","probably no","NA",0,0,1,0,0,0,0,0,"mandatory energy labelling scheme and mandatory energy performance standard",0,0,0,0,0,0,0,1,0,"NA","energy use after switching to a more efficient appliance","electricity savings from the purchase of a new air-conditioner as an Average Treatment on the Treated Effect","log scale",-0.056,"decrease",0.021,0.01,"1",-2.66666666666667,NA,-0.0575976837366112,NA,378,NA,NA,193,NA,571,24920,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",-0.110908051150985,-0.111366182141209,0.00175411610494088,0.00176056338028169,NA,NA,NA,0.0168901208700433,0.0168917272614155,0.0000401300180017872,0.0000401332423646506,NA,NA,NA,"1","0","1","Asia","non-OECD country","non-LMIC",1,"Label","Air-Conditioner","Information Strategies",12
"DD",NA,1040,"107","Liddle, Loi, Owen, Tao",2020,"Evaluating consumption and cost savings from new air-conditioner purchases: The case of Singapore","Air conditioning (AC) is a major source of household electricity consumption in Singapore and there is evidence
that the efficiency of ACs could be improved substantially. Employing 45 months of energy bills and survey data
and the Fixed Effects difference-in-differences estimator, we calculated a savings of 7.8% of total energy consumption
after the purchase of a more efficient AC compared to an estimated expected savings of 12.6%. This
suggests a rebound or take-back of savings around 38.2%. Such a less-than-100% of theoretical savings achieved
is in line with other (outside Singapore) estimates and economic/behavioural theory since after purchasing a new
AC, households may (i) use a lower temperature setting or (ii) use the AC longer in order to (1) fulfil (previously)
unmet demand and/or (2) respond to the effective lower costs of running the AC. Our results have implications
for both energy efficiency labelling policies and for Singapore’s recently implemented carbon tax.",1,2020,"NA","5","OLS","quasi-experimental","Singapore","self-reported behavior","household","homeowners","1","0","0","probably no","probably no","NA",0,0,1,0,0,0,0,0,"mandatory energy labelling scheme and mandatory energy performance standard",0,0,0,0,0,0,0,1,0,"NA","energy use after switching to a more efficient appliance","electricity savings from the purchase of a new air-conditioner as an Average Treatment on the Treated Effect","log scale",-0.045,"decrease",0.022,0.05,"1",-2.04545454545455,NA,-0.0460278599087169,NA,378,NA,NA,193,NA,571,22626,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",-0.0852877148417978,-0.0854954162066075,0.00175429223105962,0.00176056338028169,NA,NA,NA,0.0135970843435375,0.013597922382671,0.000044198893516495,0.0000442028024576758,NA,NA,NA,"1","0","1","Asia","non-OECD country","non-LMIC",1,"Label","Air-Conditioner","Information Strategies",12
"DD",NA,1041,"107","Liddle, Loi, Owen, Tao",2020,"Evaluating consumption and cost savings from new air-conditioner purchases: The case of Singapore","Air conditioning (AC) is a major source of household electricity consumption in Singapore and there is evidence
that the efficiency of ACs could be improved substantially. Employing 45 months of energy bills and survey data
and the Fixed Effects difference-in-differences estimator, we calculated a savings of 7.8% of total energy consumption
after the purchase of a more efficient AC compared to an estimated expected savings of 12.6%. This
suggests a rebound or take-back of savings around 38.2%. Such a less-than-100% of theoretical savings achieved
is in line with other (outside Singapore) estimates and economic/behavioural theory since after purchasing a new
AC, households may (i) use a lower temperature setting or (ii) use the AC longer in order to (1) fulfil (previously)
unmet demand and/or (2) respond to the effective lower costs of running the AC. Our results have implications
for both energy efficiency labelling policies and for Singapore’s recently implemented carbon tax.",1,2020,"NA","6","OLS","quasi-experimental","Singapore","self-reported behavior","household","homeowners","1","0","0","probably no","probably no","NA",0,0,1,0,0,0,0,0,"mandatory energy labelling scheme and mandatory energy performance standard",0,0,0,0,0,0,0,1,0,"NA","energy use after switching to a more efficient appliance","electricity savings from the purchase of a new air-conditioner as an Average Treatment on the Treated Effect","log scale",-0.057,"decrease",0.029,0.01,"1",-1.96551724137931,NA,-0.0586558103955002,NA,378,NA,NA,193,NA,571,25685,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",-0.081977483380554,-0.0821618653889908,0.00175430601715087,0.00176056338028169,NA,NA,NA,0.0122632170288045,0.0122638318250092,0.0000389347444860367,0.0000389377774316642,NA,NA,NA,"1","0","1","Asia","non-OECD country","non-LMIC",1,"Label","Air-Conditioner","Information Strategies",12
